link,writer,view,text,YMD,time,comment
https://band.us/band/86294308/post/117,꽃피우는시간,44,"[꽃피우는시간 첫 이벤트 예고]안녕하세요~ 꽃피우는시간 가족 여러분이 세상 모든 반려식물이 건강해질 때까지. 꽃피우는시간 대표 김경훈이에요지금까지 이렇다 할 이벤트 하나 없이 운영해온 것 같아, 죄송한 마음이 앞서네요.그래서 이번에 이벤트를 진행해보려고 해요.관련해 세 가지 공지 드릴 게 있어요.1. '뿌리를 건강하게 해주는 영양제' 신제품을 다음 주 화요일(10/11)에 공개할 예정이에요.",2022년 10월 8일,오후 9:56,[]
https://band.us/band/86294308/post/118,손예진,46,분갈이 하고 3일째보니 잎이 이렇게 되었어요?왜이런거예요? 좀 가르쳐주세요..,2022년 10월 10일,오전 11:17,"['꽃피우는시간 : 아고~ 잎에 상처가 났네요..2일까지 괜찮다가 3일 째에 잎에 상처가 났나요~??혹시 분갈이해주신 직후 물을 주셨나요?아니면 잎에 물을 뿌려주셨을까요~?', '손예진 : @꽃피우는시간 3일째에 물을줬는데..잎에도 물이 닿았던거같아요..ㅡㅡ', '꽃피우는시간 : @손예진 물 바로 안 주시고 기다렸다가 주신 것 너무 잘하셨어요~ 잎에 물 잠깐 닿았다고 저렇게 까지 상처가 나지는 않아요,, 분갈이 할 때 뿌리에 상처가 많이 나지요.그 상처에 균이 침투하게 되는데, 그래서 여기저기 흠집도 나고 병도 나고 할 수 있어요.이미 생긴 상처는 지워지지 않지만, 햇빛, 통풍, 영양 잘 주며 기다려 주면 건강한 새 잎 내줄 거니깐, 큰 걱정 없이 조금만 기다려 주세요 ㅎㅎ', '손예진 : @꽃피우는시간 감사합니다~~^^']"
https://band.us/band/86294308/post/119,꽃피우는시간,80,['뿌리를 살려주는 식물영양제' 신제품 공개!]약속 드렸던 이벤트를 공지할게요!,2022년 10월 10일,오후 6:11,"['김민영 : 5109 참여했어요^^ 펀딩 스토리에 감동 감동!!', '강미경 : 참여했어요 0790', '박선미 : 참여했어요.0346', '양선자 : 4053 참여완료', '손예진 : 참여햇어요.9288', '박종숙 : 참여완료요', '꽃피우는시간 : @박종숙 휴대폰 뒷자리 남겨주세요~! ㅎㅎ 그래야 제가 알아볼 수 있어서요', '박종숙 : 참여했어요~4545', '새벽 : 4471참여했어요', '서효숙 : 참여했어요~~6109', '반려식물을 좋아는 뇨자 : 참여했슴돠.(9583)', 'M : 참여완료했어요~9603입니다~^^', '뚜리맘 : 9788 참여했어요.', '서준.상현.도연맘 : 참여완료했어요~♡6661', '해피♡ : 참여했어요~7168😁', '이순옥 : 0890 참 여했어요 알 림신청', '이순옥 : 0890호안꽂을  좋아함니다', '이승미 : 참여했어요 3743', '레이첼 : 참여했어요~5044', '조정임 : 참여했어요~0668', '민경운 : 4838 참여완료했습니다. 따사로운 햇볕 덕분에 집에 조만간 동백꽃 볼 수 있을 것 같아요!', '바른생활 : 참여 완료입니다!! 2428']"
https://band.us/band/86294308/post/120,초보키우미,33,몬스테라 분갈이를 하려고하는데 초보가 진행하기에는 어려울까요?,2022년 10월 10일,오후 6:12,"[""꽃피우는시간 : 분갈이를 처음하시는 분은 꽤나 부담스러워 하시더라구요!혹시 몬스테라 크기가 큰가요~?엄청 큰 사이즈만 아니라면, 막상 해보면 별 거 아니에요 ㅎㅎ글 읽고 따라하는 것보다, 영상 보고 따라하는 게 훨씬 쉽지요.유튜브에 '분갈이 하는 방법' 한 번 검색해보시겠어요?따라하기 쉽게 알려주는 영상이 많이 있어요""]"
https://band.us/band/86294308/post/121,이수범,42,비졋티접란이 뿌리줄기를 엄청 내렸는데이럴 땐 분리해서 옮겨심어야 하는지요?그대로 둬도 되는지요?,2022년 10월 13일,오후 3:23,"['꽃피우는시간 : 엄청 풍성하게 됐네요~ 한정된 흙에 있는 영양분을 나눠먹는 것이기 때문에, 분리해서 나눠 심어 주시는 게 좋아요.', '빨간자두 : 분양받고 싶어요!~', '이수범 : @빨간자두 원하신다면  분양해 가져가셔도 돼요', '빨간자두 : 말씀만이라도 감사요~^^', '기쁨찾기 : 풍성하게 자랐네요^^작은 자구들은 분리해주는 것이 좋아요~~나비란은 번식력이 좋아 엄청 맺는답니다~~']"
https://band.us/band/86294308/post/122,진,39,안녕하세요...저는 쿠팡에서 식물영양제 검색하다가 따사로운 햇볕제품을 보구 괜찮은제품일거같아 구입하고 어찌하다보니 여기 밴드까지오게됐네요식물키우다 궁금한거있음 많이 알려주세요잘 부탁드립니다~~~^^,2022년 10월 14일,오전 8:48,"['진 : 저희집 빨간 안쉬리움 꽃이 2개나 올라와서 예쁜색을 보여주네요ㅎㅎ', '진 : 따사로운햇볕분무기형이랑 리필을구매했는데 물에 희석해서 뿌려줘야하나요?', '반려식물을 좋아는 뇨자 : @진', '진 : @반려식물을 좋아는 뇨자 감사합니다...바로 촉촉하게 뿌려줬습니다 ㅋㅋ', '꽃피우는시간 : 안녕하세요~! 환영해요 ㅎㅎ']"
https://band.us/band/86294308/post/123,진,27,저희집 안쉬리움입니다~~~^^꽃대가 하나 떨어지면 하나 나오고 그러네요....,2022년 10월 14일,오전 9:31,"['꽃피우는시간 : 엄청 건강해보이는 안쉬리움이네요~! 꽃 색깔도 진하고 잎도 건강해 보이구요~!지금처럼 햇빛 잘 보여주면 식물이 생존하는 데에 필요한 에너지가 충분하기 때문에, 번식(꽃 피우기)에도 에너지를 쓸 수 있게 되지요~ 햇빛 잘 안드는 날에는 따사로운 햇볕 뿌려주시면 돼요.저희 신제품 흙에 주면 잔뿌리가 더 발달해서 꽃 더 잘 피울 수 있을 거에요~ 이벤트 참여해보세요~ ㅎㅎ', '진 : 넵...감사합니다']"
https://band.us/band/86294308/post/124,라미,31,배롱나무 심은지 한달되가는듯 해요잎이점점 마르더니 일교차커지면서 잎이저렇게되더니죽은건지 죽어가는건지요? 그리고 못본사이 비눗방울액을 애가 부어버린적도 있어요.,2022년 10월 15일,오전 10:04,"['꽃피우는시간 : 흙 한 번 보여주시겠어요?? 어디에 심으셨는지요', '라미 : @꽃피우는시간 마당에심었는데..흙이 좋지않아보였어요. 사진찍어다시 올릴게요', '라미 : @꽃피우는시간', '꽃피우는시간 : @라미 나무를 옮겨 심을 때 말라 죽는 경우가 많이 있어요. 사이즈가 커 뽑을 때 뿌리가 많이 잘려나갈 수밖에 없으니, 뿌리가 다친 채 새 땅에 적응을 못하고 비실대는 것이지요. 비눗방울 조금 부은 것은 영향 없구요~ 심은 직후 물은 많이 주셨는지요~?', '라미 : 네.물많이줬고 지금도 많이주고있어요.그럼어떻게하면 되나요?']"
https://band.us/band/86294308/post/125,라미,36,잎이 시멘트가루뭍은거처럼 몇일전부터 그렇네요.왜이런건지..,2022년 10월 15일,오전 10:08,"['진 : 병든거아닐까요?', '꽃피우는시간 : 아고~ 벌레와 병해가 같이 왔네요. 밖에 있다 보면 좀 더 벌레가 달라붙을 가능성이 크지요. 가장 빠른 방법은 농약사에 들고 찾아가 맞는 농약을 치는 거에요.', '진 : @꽃피우는시간 그쵸? 흰가루병같은거...ㅠㅠ', '꽃피우는시간 : @진 맞아요~! ㅎㅎ 병이 이미 온 경우에는 농약 말고는 해결하지 쉽지 않지요.. 집에서 크는 아이일 경우 농약을 권장 드리진 않는데, 밖에서 크는 아이인 것 같아 말씀드렸지요 ㅎㅎ']"
https://band.us/band/86294308/post/126,이순옥,37,,2022년 10월 16일,오전 8:39,"['이순옥 : 0890우리집  행복나무선인장이 요즈에 누럭케   되네요  외그럴까요', '꽃피우는시간 : @이순옥 과습이 좀 의심되는 상태인데요. 물을 어떻게 주고 계세요?', '이순옥 : 7일한번자주 안주는대요', '이순옥 : 꽂피는 약픔사서   뿌려주고 있어요', '꽃피우는시간 : @이순옥 7일에 한 번 주시더라도, 화분이 크면 흙이 잘 안 말라서 물 주기가 안 맞을 수 있어요.흙 자주 봐주시구요~ 겉흙(흙 표면으로 부터 손가락 한마디(1.5cm정도) 아래에 있는 흙)이 건조해진 것 같을 때마다 물을 아주 콸콸 주셔야해요.물을 자주 주지 않되, 한 번 물 줄 때는 화분 밑 구멍으로 물이 줄줄 새어나올 정도로 많이 줘야돼요.화분 아래에 물 구멍이 나있나요~??', '이순옥 : ㄴㆍ', '이순옥 : 네', '이순옥 : 감사함니다  ㅎ ㅎ']"
